,Species.ID,Length,Gear.Type,Data.Type,Year,Length Type,Sex,Special,MPA,FisheryDependent
52,ACANCH,20.62495394,SA,Survey,2016,0,0,0,0,0
53,ACANCH,20,SA,Survey,2016,0,0,0,0,0
54,ACANCH,23,SA,Survey,2016,0,0,0,0,0
55,ACANCH,25,SA,Survey,2016,0,0,0,0,0
56,ACANCH,22.5081937,SA,Survey,2016,0,0,0,0,0
57,ACANCH,22.77518733,SA,Survey,2016,0,0,0,0,0
58,ACANCH,22.62313509,SA,Survey,2016,0,0,0,0,0
59,ACANCH,23.39603331,SA,Survey,2016,0,0,0,0,0
60,ACANCH,22.83574362,SA,Survey,2016,0,0,0,0,0
61,ACANCH,22.29844109,SA,Survey,2016,0,0,0,0,0
62,ACANCH,23.34667528,SA,Survey,2016,0,0,0,0,0
63,ACANCH,20.91271277,SA,Survey,2016,0,0,0,0,0
64,ACANCH,24.29446647,SA,Survey,2016,0,0,0,0,0
65,ACANCH,22.75510042,SA,Survey,2016,0,0,0,0,0
66,ACANCH,21.62445807,SA,Survey,2016,0,0,0,0,0
67,ACANCH,22.0423838,SA,Survey,2016,0,0,0,0,0
68,ACANCH,22.47432188,SA,Survey,2016,0,0,0,0,0
69,ACANCH,22.32716352,SA,Survey,2016,0,0,0,0,0
70,ACANCH,23.45648141,SA,Survey,2016,0,0,0,0,0
71,ACANCH,22.08520371,SA,Survey,2016,0,0,0,0,0
72,ACANCH,22.34741201,SA,Survey,2016,0,0,0,0,0
73,ACANCH,22.81840846,SA,Survey,2016,0,0,0,0,0
74,ACANCH,23.62855628,SA,Survey,2016,0,0,0,0,0
75,ACANCH,23.19381724,SA,Survey,2016,0,0,0,0,0
76,ACANCH,24.06533038,SA,Survey,2016,0,0,0,0,0
77,ACANCH,24.72637158,SA,Survey,2016,0,0,0,0,0
78,ACANCH,22.60288847,SA,Survey,2016,0,0,0,0,0
79,ACANCH,23.000961,SA,Survey,2016,0,0,0,0,0
80,ACANCH,21.63109616,SA,Survey,2016,0,0,0,0,0
81,ACANCH,24,SA,Survey,2016,0,0,0,0,0
82,ACANCH,24,SA,Survey,2016,0,0,0,0,0
83,ACANCH,18,SA,Survey,2016,0,0,0,0,0
84,ACANCH,30,SA,Survey,2016,0,0,0,0,0
85,ACANCH,10,SA,Survey,2016,0,0,0,0,0
86,ACANCH,18,SA,Survey,2016,0,0,0,0,0
87,ACANCH,20,SA,Survey,2016,0,0,0,0,0
88,ACANCH,18.47448921,SA,Survey,2016,0,0,0,0,0
89,ACANCH,18.61249487,SA,Survey,2016,0,0,0,0,0
90,ACANCH,19.07739941,SA,Survey,2016,0,0,0,0,0
91,ACANCH,19.93690323,SA,Survey,2016,0,0,0,0,0
92,ACANCH,20.27342845,SA,Survey,2016,0,0,0,0,0
93,ACANCH,21.22141598,SA,Survey,2016,0,0,0,0,0
94,ACANCH,17.38103457,SA,Survey,2016,0,0,0,0,0
95,ACANCH,17.52357373,SA,Survey,2016,0,0,0,0,0
96,ACANCH,19.77430901,SA,Survey,2016,0,0,0,0,0
97,ACANCH,18.02467605,SA,Survey,2016,0,0,0,0,0
98,ACANCH,18.13750059,SA,Survey,2016,0,0,0,0,0
99,ACANCH,18.00276278,SA,Survey,2016,0,0,0,0,0
100,ACANCH,20.00495994,SA,Survey,2016,0,0,0,0,0
101,ACANCH,20.82119816,SA,Survey,2016,0,0,0,0,0
102,ACANCH,19.42301125,SA,Survey,2016,0,0,0,0,0
103,ACANCH,17.7228352,SA,Survey,2016,0,0,0,0,0
104,ACANCH,19.30601789,SA,Survey,2016,0,0,0,0,0
105,ACANCH,20.06529511,SA,Survey,2016,0,0,0,0,0
106,ACANCH,20.86196866,SA,Survey,2016,0,0,0,0,0
107,ACANCH,20.29745409,SA,Survey,2016,0,0,0,0,0
108,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
109,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
110,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
111,ACANCH,19.5,pots,Fishery,2016,0,0,0,0,1
112,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
113,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
114,ACANCH,20.5,pots,Fishery,2016,0,0,0,0,1
115,ACANCH,18.5,pots,Fishery,2016,0,0,0,0,1
116,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
117,ACANCH,27,pots,Fishery,2016,0,0,0,0,1
118,ACANCH,22.5,pots,Fishery,2016,0,0,0,0,1
119,ACANCH,20.5,pots,Fishery,2016,0,0,0,0,1
120,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
121,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
122,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
123,ACANCH,15.5,pots,Fishery,2016,0,0,0,0,1
124,ACANCH,23,pots,Fishery,2016,0,0,0,0,1
125,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
126,ACANCH,14,pots,Fishery,2016,0,0,0,0,1
127,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
128,ACANCH,13,pots,Fishery,2016,0,0,0,0,1
129,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
130,ACANCH,23.5,pots,Fishery,2016,0,0,0,0,1
131,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
132,ACANCH,24,pots,Fishery,2016,0,0,0,0,1
133,ACANCH,15.5,pots,Fishery,2016,0,0,0,0,1
134,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
135,ACANCH,14.5,pots,Fishery,2016,0,0,0,0,1
136,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
137,ACANCH,15.5,pots,Fishery,2016,0,0,0,0,1
138,ACANCH,15.5,pots,Fishery,2016,0,0,0,0,1
139,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
140,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
141,ACANCH,14.5,pots,Fishery,2016,0,0,0,0,1
142,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
143,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
144,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
145,ACANCH,19.5,pots,Fishery,2016,0,0,0,0,1
146,ACANCH,22.5,spear,Fishery,2016,0,0,0,0,1
147,ACANCH,24,pots,Fishery,2016,0,0,0,0,1
148,ACANCH,24,pots,Fishery,2016,0,0,0,0,1
149,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
150,ACANCH,24,pots,Fishery,2016,0,0,0,0,1
151,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
152,ACANCH,25.5,pots,Fishery,2016,0,0,0,0,1
153,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
154,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
155,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
156,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
157,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
158,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
159,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
160,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
161,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
162,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
163,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
164,ACANCH,23,pots,Fishery,2016,0,0,0,0,1
165,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
166,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
167,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
168,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
169,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
170,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
171,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
172,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
173,ACANCH,20,pots,Fishery,2016,0,0,0,0,1
174,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
175,ACANCH,15,pots,Fishery,2016,0,0,0,0,1
176,ACANCH,15.5,pots,Fishery,2016,0,0,0,0,1
177,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
178,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
179,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
180,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
181,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
182,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
183,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
184,ACANCH,25.5,pots,Fishery,2016,0,0,0,0,1
185,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
186,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
187,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
188,ACANCH,21,pots,Fishery,2016,0,0,0,0,1
189,ACANCH,21,pots,Fishery,2016,0,0,0,0,1
190,ACANCH,24,pots,Fishery,2016,0,0,0,0,1
191,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
192,ACANCH,6.75,pots,Fishery,2016,0,0,0,0,1
193,ACANCH,7.25,pots,Fishery,2016,0,0,0,0,1
194,ACANCH,6.25,pots,Fishery,2016,0,0,0,0,1
195,ACANCH,6.25,pots,Fishery,2016,0,0,0,0,1
196,ACANCH,6.5,pots,Fishery,2016,0,0,0,0,1
197,ACANCH,23.4,pots,Fishery,2016,0,0,0,0,1
198,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
199,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
200,ACANCH,26.5,pots,Fishery,2016,0,0,0,0,1
201,ACANCH,20.5,pots,Fishery,2016,0,0,0,0,1
202,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
203,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
204,ACANCH,24.3,pots,Fishery,2016,0,0,0,0,1
205,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
206,ACANCH,19,pots,Fishery,2016,0,0,0,0,1
207,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
208,ACANCH,17.9,pots,Fishery,2016,0,0,0,0,1
209,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
210,ACANCH,18.5,pots,Fishery,2016,0,0,0,0,1
211,ACANCH,16.2,pots,Fishery,2016,0,0,0,0,1
212,ACANCH,19.5,pots,Fishery,2016,0,0,0,0,1
213,ACANCH,21,pots,Fishery,2016,0,0,0,0,1
214,ACANCH,23.2,pots,Fishery,2016,0,0,0,0,1
215,ACANCH,14.1,pots,Fishery,2016,0,0,0,0,1
216,ACANCH,16.8,pots,Fishery,2016,0,0,0,0,1
217,ACANCH,23.6,pots,Fishery,2016,0,0,0,0,1
218,ACANCO,22,SA,Survey,2016,0,0,0,0,
219,ACANCO,20,SA,Survey,2016,0,0,0,0,
220,ACANCO,16,SA,Survey,2016,0,0,0,0,
221,ACANCO,18,SA,Survey,2016,0,0,0,0,
222,ACANCO,8,SA,Survey,2016,0,0,0,0,
223,ACANCO,19.74326741,SA,Survey,2016,0,0,0,0,
224,ACANCO,18.83709734,SA,Survey,2016,0,0,0,0,
225,ACANCO,19.83918795,SA,Survey,2016,0,0,0,0,
226,ACANCO,18.68414033,SA,Survey,2016,0,0,0,0,
227,ACANCO,18.08666328,SA,Survey,2016,0,0,0,0,
228,ACANCO,18.88508462,SA,Survey,2016,0,0,0,0,
229,ACANCO,19.69229473,SA,Survey,2016,0,0,0,0,
230,ACANCO,16,SA,Survey,2016,0,0,0,0,
231,ACANCO,19,SA,Survey,2016,0,0,0,0,
232,ACANCO,5,SA,Survey,2016,0,0,0,0,
233,ACANCO,14,SA,Survey,2016,0,0,0,0,
234,ACANCO,12,SA,Survey,2016,0,0,0,0,
235,ACANCO,12,SA,Survey,2016,0,0,0,0,
236,ACANCO,20,SA,Survey,2016,0,0,0,0,
237,ACANCO,25,SA,Survey,2016,0,0,0,0,
238,ACANCO,14,SA,Survey,2016,0,0,0,0,
239,ACANCO,15,SA,Survey,2016,0,0,0,0,
240,ACANCO,25,SA,Survey,2016,0,0,0,0,
241,ACANCO,16.27257333,SA,Survey,2016,0,0,0,0,
242,ACANCO,15.46927204,SA,Survey,2016,0,0,0,0,
243,ACANCO,16.24429924,SA,Survey,2016,0,0,0,0,
244,ACANCO,17.02380513,SA,Survey,2016,0,0,0,0,
245,ACANCO,15,SA,Survey,2016,0,0,0,0,
246,ACANCO,15,SA,Survey,2016,0,0,0,0,
247,ACANCO,15,SA,Survey,2016,0,0,0,0,
248,ACANCO,15,SA,Survey,2016,0,0,0,0,
249,ACANCO,15,SA,Survey,2016,0,0,0,0,
250,ACANCO,15,SA,Survey,2016,0,0,0,0,
251,ACANCO,12.7893308,SA,Survey,2016,0,0,0,0,
252,ACANCO,13.06394524,SA,Survey,2016,0,0,0,0,
253,ACANCO,14.15441023,SA,Survey,2016,0,0,0,0,
254,ACANCO,13.62133651,SA,Survey,2016,0,0,0,0,
255,ACANCO,13.94779953,SA,Survey,2016,0,0,0,0,
256,ACANCO,13.75860883,SA,Survey,2016,0,0,0,0,
257,ACANCO,13.45755691,SA,Survey,2016,0,0,0,0,
258,ACANCO,12.02741905,SA,Survey,2016,0,0,0,0,
259,ACANCO,12.04479827,SA,Survey,2016,0,0,0,0,
260,ACANCO,12.32636429,SA,Survey,2016,0,0,0,0,
261,ACANCO,10,SA,Survey,2016,0,0,0,0,
262,ACANCO,12,SA,Survey,2016,0,0,0,0,
263,ACANCO,18,SA,Survey,2016,0,0,0,0,
264,ACANCO,18,SA,Survey,2016,0,0,0,0,
265,ACANCO,10,SA,Survey,2016,0,0,0,0,
266,ACANCO,20,SA,Survey,2016,0,0,0,0,
267,ACANCO,25,SA,Survey,2016,0,0,0,0,
268,ACANCO,8,SA,Survey,2016,0,0,0,0,
269,ACANCO,25,SA,Survey,2016,0,0,0,0,
270,ACANCO,20,SA,Survey,2016,0,0,0,0,
271,ACANCO,30,SA,Survey,2016,0,0,0,0,
272,ACANCO,30,SA,Survey,2016,0,0,0,0,
273,ACANCO,30,SA,Survey,2016,0,0,0,0,
274,ACANCO,30,SA,Survey,2016,0,0,0,0,
275,ACANCO,30,SA,Survey,2016,0,0,0,0,
276,ACANCO,15,SA,Survey,2016,0,0,0,0,
277,ACANCO,15,SA,Survey,2016,0,0,0,0,
278,ACANCO,15,SA,Survey,2016,0,0,0,0,
279,ACANCO,20,SA,Survey,2016,0,0,0,0,
280,ACANCO,22,SA,Survey,2016,0,0,0,0,
281,ACANCO,30,SA,Survey,2016,0,0,0,0,
282,ACANCO,15,SA,Survey,2016,0,0,0,0,
283,ACANCO,16,SA,Survey,2016,0,0,0,0,
284,ACANCO,18,SA,Survey,2016,0,0,0,0,
285,ACANCO,3.203761497,SA,Survey,2016,0,0,0,0,
286,ACANCO,3.879853911,SA,Survey,2016,0,0,0,0,
287,ACANCO,2.997815095,SA,Survey,2016,0,0,0,0,
288,ACANCO,2.290993178,SA,Survey,2016,0,0,0,0,
289,ACANCO,3.254593723,SA,Survey,2016,0,0,0,0,
290,ACANCO,2.295944037,SA,Survey,2016,0,0,0,0,
291,ACANCO,3.354330618,SA,Survey,2016,0,0,0,0,
292,ACANCO,3.098013315,SA,Survey,2016,0,0,0,0,
293,ACANCO,2,SA,Survey,2016,0,0,0,0,
294,ACANCO,2,SA,Survey,2016,0,0,0,0,
295,ACANCO,2,SA,Survey,2016,0,0,0,0,
296,ACANCO,2,SA,Survey,2016,0,0,0,0,
297,ACANCO,20,SA,Survey,2016,0,0,0,0,
298,ACANCO,23,SA,Survey,2016,0,0,0,0,
299,ACANCO,23,SA,Survey,2016,0,0,0,0,
300,ACANCO,20,SA,Survey,2016,0,0,0,0,
301,ACANCO,25,SA,Survey,2016,0,0,0,0,
302,ACANCO,24,SA,Survey,2016,0,0,0,0,
303,ACANCO,30,SA,Survey,2016,0,0,0,0,
304,ACANCO,23,SA,Survey,2016,0,0,0,0,
305,ACANCO,20,SA,Survey,2016,0,0,0,0,
306,ACANCO,20,SA,Survey,2016,0,0,0,0,
307,ACANCO,25,SA,Survey,2016,0,0,0,0,
308,ACANCO,21.13973833,SA,Survey,2016,0,0,0,0,
309,ACANCO,21.47645016,SA,Survey,2016,0,0,0,0,
310,ACANCO,20.82311064,SA,Survey,2016,0,0,0,0,
311,ACANCO,22.45789856,SA,Survey,2016,0,0,0,0,
312,ACANCO,25,SA,Survey,2016,0,0,0,0,
313,ACANCO,22.72157598,SA,Survey,2016,0,0,0,0,
314,ACANCO,22.46702123,SA,Survey,2016,0,0,0,0,
315,ACANCO,22.36584997,SA,Survey,2016,0,0,0,0,
316,ACANCO,21.21138171,SA,Survey,2016,0,0,0,0,
317,ACANCO,23.60222133,SA,Survey,2016,0,0,0,0,
318,ACANCO,26.24495089,SA,Survey,2016,0,0,0,0,
319,ACANCO,23.83014388,SA,Survey,2016,0,0,0,0,
320,ACANCO,24.88771932,SA,Survey,2016,0,0,0,0,
321,ACANCO,26.86937024,SA,Survey,2016,0,0,0,0,
322,ACANCO,26.13430496,SA,Survey,2016,0,0,0,0,
323,ACANCO,26.42505833,SA,Survey,2016,0,0,0,0,
324,ACANCO,24.69330194,SA,Survey,2016,0,0,0,0,
325,ACANCO,26.19525743,SA,Survey,2016,0,0,0,0,
326,ACANCO,27.63168255,SA,Survey,2016,0,0,0,0,
327,ACANCO,24.976734,SA,Survey,2016,0,0,0,0,
328,ACANCO,24.74837692,SA,Survey,2016,0,0,0,0,
329,ACANCO,24.73498976,SA,Survey,2016,0,0,0,0,
330,ACANCO,26.03313063,SA,Survey,2016,0,0,0,0,
331,ACANCO,25.21880485,SA,Survey,2016,0,0,0,0,
332,ACANCO,25.38194429,SA,Survey,2016,0,0,0,0,
333,ACANCO,24.09456757,SA,Survey,2016,0,0,0,0,
334,ACANCO,24.89783826,SA,Survey,2016,0,0,0,0,
335,ACANCO,24.18869668,SA,Survey,2016,0,0,0,0,
336,ACANCO,25.0591148,SA,Survey,2016,0,0,0,0,
337,ACANCO,26.1384788,SA,Survey,2016,0,0,0,0,
338,ACANCO,15.89216451,SA,Survey,2016,0,0,0,0,
339,ACANCO,15.91146129,SA,Survey,2016,0,0,0,0,
340,ACANCO,16.34840115,SA,Survey,2016,0,0,0,0,
341,ACANCO,16.52392122,SA,Survey,2016,0,0,0,0,
342,ACANCO,17.97893093,SA,Survey,2016,0,0,0,0,
343,ACANCO,25,SA,Survey,2016,0,0,0,0,
344,ACANCO,25,SA,Survey,2016,0,0,0,0,
345,ACANCO,21.5628377,SA,Survey,2016,0,0,0,0,
346,ACANCO,21.22631285,SA,Survey,2016,0,0,0,0,
347,ACANCO,22.68192454,SA,Survey,2016,0,0,0,0,
348,ACANCO,23.66388018,SA,Survey,2016,0,0,0,0,
349,ACANCO,14.67724737,SA,Survey,2016,0,0,0,0,
350,ACANCO,13.1362795,SA,Survey,2016,0,0,0,0,
351,ACANCO,14.62961746,SA,Survey,2016,0,0,0,0,
352,ACANCO,13.89412792,SA,Survey,2016,0,0,0,0,
353,ACANCO,14.6069504,SA,Survey,2016,0,0,0,0,
354,ACANCO,13.50377879,SA,Survey,2016,0,0,0,0,
355,ACANCO,13.82531206,SA,Survey,2016,0,0,0,0,
356,ACANCO,14.88133906,SA,Survey,2016,0,0,0,0,
357,ACANCO,14.2340224,SA,Survey,2016,0,0,0,0,
358,ACANCO,13.49882593,SA,Survey,2016,0,0,0,0,
359,ACANCO,13.19157438,SA,Survey,2016,0,0,0,0,
360,ACANCO,13.42363464,SA,Survey,2016,0,0,0,0,
361,ACANCO,13.63000225,SA,Survey,2016,0,0,0,0,
362,ACANCO,14.10475813,SA,Survey,2016,0,0,0,0,
363,ACANCO,13.32155706,SA,Survey,2016,0,0,0,0,
364,ACANCO,14.16342257,SA,Survey,2016,0,0,0,0,
365,ACANCO,14.45299614,SA,Survey,2016,0,0,0,0,
366,ACANCO,13.6780788,SA,Survey,2016,0,0,0,0,
367,ACANCO,14.7903606,SA,Survey,2016,0,0,0,0,
368,ACANCO,4,SA,Survey,2016,0,0,0,0,
369,ACANCO,4,SA,Survey,2016,0,0,0,0,
370,ACANCO,12,SA,Survey,2016,0,0,0,0,
371,ACANCO,15,SA,Survey,2016,0,0,0,0,
372,ACANCO,13,SA,Survey,2016,0,0,0,0,
373,ACANCO,13,SA,Survey,2016,0,0,0,0,
374,ACANCO,14,SA,Survey,2016,0,0,0,0,
375,ACANCO,15,SA,Survey,2016,0,0,0,0,
376,ACANCO,15,SA,Survey,2016,0,0,0,0,
377,ACANCO,16,SA,Survey,2016,0,0,0,0,
378,ACANCO,17,SA,Survey,2016,0,0,0,0,
379,ACANCO,3.873025125,SA,Survey,2016,0,0,0,0,
380,ACANCO,3.785460953,SA,Survey,2016,0,0,0,0,
381,ACANCO,3.443766258,SA,Survey,2016,0,0,0,0,
382,ACANCO,3.628417499,SA,Survey,2016,0,0,0,0,
383,ACANCO,3.808393528,SA,Survey,2016,0,0,0,0,
384,ACANCO,3.006094247,SA,Survey,2016,0,0,0,0,
385,ACANCO,3.378490876,SA,Survey,2016,0,0,0,0,
386,ACANCO,17.73646889,SA,Survey,2016,0,0,0,0,
387,ACANCO,17.46361134,SA,Survey,2016,0,0,0,0,
388,ACANCO,16.98632958,SA,Survey,2016,0,0,0,0,
389,ACANCO,18.61372902,SA,Survey,2016,0,0,0,0,
390,ACANCO,27.3159,SA,Survey,2016,0,0,0,0,
391,ACANCO,28.25373496,SA,Survey,2016,0,0,0,0,
392,ACANCO,27.57570925,SA,Survey,2016,0,0,0,0,
393,ACANCO,26.38084379,SA,Survey,2016,0,0,0,0,
394,ACANCO,22,SA,Survey,2016,0,0,0,0,
395,ACANCO,27.67469436,SA,Survey,2016,0,0,0,0,
396,ACANCO,28.86702137,SA,Survey,2016,0,0,0,0,
397,ACANCO,27.09850893,SA,Survey,2016,0,0,0,0,
398,ACANCO,30,SA,Survey,2016,0,0,0,0,
399,ACANCO,18,SA,Survey,2016,0,0,0,0,
400,ACANCO,20,SA,Survey,2016,0,0,0,0,
401,ACANCO,15,SA,Survey,2016,0,0,0,0,
402,ACANCO,15,SA,Survey,2016,0,0,0,0,
403,ACANCO,15,SA,Survey,2016,0,0,0,0,
404,ACANCO,15,SA,Survey,2016,0,0,0,0,
405,ACANCO,15,SA,Survey,2016,0,0,0,0,
406,ACANCO,15,SA,Survey,2016,0,0,0,0,
407,ACANCO,15,SA,Survey,2016,0,0,0,0,
408,ACANCO,15,SA,Survey,2016,0,0,0,0,
409,ACANCO,15,SA,Survey,2016,0,0,0,0,
410,ACANCO,15,SA,Survey,2016,0,0,0,0,
411,ACANCO,19.82484887,SA,Survey,2016,0,0,0,0,
412,ACANCO,19.78428906,SA,Survey,2016,0,0,0,0,
413,ACANCO,19.60232678,SA,Survey,2016,0,0,0,0,
414,ACANCO,19.74469168,SA,Survey,2016,0,0,0,0,
415,ACANCO,18.1079326,SA,Survey,2016,0,0,0,0,
416,ACANCO,14.23138369,SA,Survey,2016,0,0,0,0,
417,ACANCO,12.37847929,SA,Survey,2016,0,0,0,0,
418,ACANCO,14.26362133,SA,Survey,2016,0,0,0,0,
419,ACANCO,12.9149964,SA,Survey,2016,0,0,0,0,
420,ACANCO,13.15531369,SA,Survey,2016,0,0,0,0,
421,ACANCO,14.39268342,SA,Survey,2016,0,0,0,0,
422,ACANCO,13.56946767,SA,Survey,2016,0,0,0,0,
423,ACANCO,13.2534541,SA,Survey,2016,0,0,0,0,
424,ACANCO,13.23337967,SA,Survey,2016,0,0,0,0,
425,ACANCO,12.48505648,SA,Survey,2016,0,0,0,0,
426,ACANCO,14.73218709,SA,Survey,2016,0,0,0,0,
427,ACANCO,13.62172613,SA,Survey,2016,0,0,0,0,
428,ACANCO,14.0001975,SA,Survey,2016,0,0,0,0,
429,ACANCO,14.15323657,SA,Survey,2016,0,0,0,0,
430,ACANCO,13.95979766,SA,Survey,2016,0,0,0,0,
431,ACANCO,13.7511831,SA,Survey,2016,0,0,0,0,
432,ACANCO,12.29510035,SA,Survey,2016,0,0,0,0,
433,ACANCO,13.05053071,SA,Survey,2016,0,0,0,0,
434,ACANCO,12.54766045,SA,Survey,2016,0,0,0,0,
435,ACANCO,12.27337197,SA,Survey,2016,0,0,0,0,
436,ACANCO,12.59757178,SA,Survey,2016,0,0,0,0,
